item_id,I,C,positionID_cvr_smooth
118801813054393327,17,0,0.014965388938429818
119199399192360074,12,0,0.015653922027034764
119829410569297841,22,0,0.014334873792753186
120799100733409576,5,0,0.016731635303477918
120934931175391898,12,0,0.015653922027034764
121599559092687857,39,1,0.019909240452292764
123179820907901246,7,0,0.016408867191112154
124537517574802912,220,4,0.018003277462704106
125046247158526445,27,1,0.021840990364535087
125113365489442346,307,5,0.01660045614899005
125788972533740786,14,0,0.01537104339219406
125862071049803478,81,1,0.015202985094331042
127391373203002184,65,1,0.016707524607310252
127472022517327528,1107,19,0.01719832064731113
127548878734031964,2,0,0.01724031991755523
128307806053367335,1,0,0.017416825299832593
128341368581443970,845,16,0.01879755455473811
129307404529476862,1,0,0.017416825299832593
129849536503174852,1,0,0.017416825299832593
129915000520529566,21,0,0.014456690369277705
130065098289182291,1,0,0.017416825299832593
131711899070081880,1,0,0.017416825299832593
132071782719659393,2,0,0.01724031991755523
133229572234619091,54,0,0.011290485151485341
133272292956133715,2,0,0.01724031991755523
134024655140944880,4,0,0.016897828377778944
134137085983668211,3,0,0.01706735612163645
134164207255408467,43,3,0.033657948753143
134606825064982496,2,0,0.01724031991755523
135246717032945729,13,1,0.024628967477857894
135805015061341024,96,4,0.029589607390776866
136657987448775649,23,1,0.02257099507187688
137731464441337600,1,0,0.017416825299832593
139547807961464814,2,0,0.01724031991755523
140335313501996810,31,0,0.013324394317375275
141032223790624895,20,0,0.014580595064929642
141251731143964971,19,0,0.014706642034101073
141522953843725452,4,0,0.016897828377778944
143279695443126742,5,0,0.016731635303477918
146804511084070840,8,0,0.01625210838510549
147160232432152351,63,0,0.010654106248222599
147864513672869154,93,2,0.01951330723542439
148271217874564431,1,0,0.017416825299832593
148515419065775916,11,0,0.015799302040565295
150765024932209938,6,1,0.026308064450075067
152227926565852528,11,0,0.015799302040565295
152842029987830426,320,8,0.0232823740412936
153334867242976913,12,0,0.015653922027034764
155576309168162547,12,1,0.024855595186852934
157445198365858931,35,1,0.020514035780673713
157848929004801129,1,0,0.017416825299832593
159048359479085584,2,0,0.01724031991755523
160432111097045198,2,0,0.01724031991755523
161534944239890559,27,1,0.021840990364535087
163961488102861333,20,1,0.02315134621799097
163968931621144821,1,0,0.017416825299832593
164355966578862042,32,0,0.013220844269701756
164529946896223780,2,0,0.01724031991755523
166705879753317615,8,0,0.01625210838510549
167267306184688337,3,0,0.01706735612163645
168063169971226911,13,0,0.015511193097829709
168283945380317578,2,0,0.01724031991755523
168661978416475049,1,0,0.017416825299832593
169333768554070611,349,6,0.017279830667609
169443514314233431,360,7,0.019053346380331602
169659572186973767,21,0,0.014456690369277705
170336836390573275,138,5,0.028555144444131892
170545491546327222,1,0,0.017416825299832593
171344879958542498,1,0,0.017416825299832593
171798774092724064,3,0,0.01706735612163645
172297038778363791,7,0,0.016408867191112154
172966558052232211,105,1,0.013393786948621646
173969833395114307,22,0,0.014334873792753186
176397510635448377,1,0,0.017416825299832593
176482957544150325,56,1,0.01769240652691535
176614150351189827,38,4,0.04233277364381478
177265538241305548,153,1,0.01081884156976442
177403768628968192,5,0,0.016731635303477918
179274093861705152,7,0,0.016408867191112154
179778293682496113,3,0,0.01706735612163645
181571694822429395,60,1,0.017240712095207163
182590386965467550,72,0,0.010085637586354227
182667982857596971,9,0,0.016098316363845133
183037967486067234,37,0,0.012726333087240579
184668444702729931,126,3,0.02111231674080672
184844931628859762,2,0,0.01724031991755523
185600179226710302,6,0,0.016568679465841552
186141070967287006,131,3,0.020648668241536768
186956783761653505,71,0,0.010145787186382923
187261706056252027,1,0,0.017416825299832593
187573845933759968,4,0,0.016897828377778944
187904130983512707,24,0,0.014097297354698326
188438854483458857,13,1,0.024628967477857894
190986154158927176,1,0,0.017416825299832593
192460346364265267,8,0,0.01625210838510549
195133845242764721,4,0,0.016897828377778944
195501916433616839,15,0,0.015233403623275842
195602920141131596,1,0,0.017416825299832593
196182730351614320,5,0,0.016731635303477918
196190059400491421,7,0,0.016408867191112154
196319307539566890,5,0,0.016731635303477918
197286619382650201,252,7,0.024954991664690177
197530290443552323,3,0,0.01706735612163645
197870350404098296,3,0,0.01706735612163645
199430927512361879,10,0,0.015947407693722777
199767639531993015,9,0,0.016098316363845133
200173284671541175,889,9,0.010856716702061968
200610178439258796,12,0,0.015653922027034764
201149203748398783,18,0,0.014834887320138872
201311485007803905,29,1,0.021493413900270278
203245845392511509,29,1,0.021493413900270278
203362598323016283,1,0,0.017416825299832593
206319887066177493,2,0,0.01724031991755523
207205700798227564,2,0,0.01724031991755523
207745213207275046,140,5,0.02831384276605979
208284093090221774,5,0,0.016731635303477918
210929370185746187,46,1,0.018932448330630347
211979286994978854,1,0,0.017416825299832593
212419273662498340,15,0,0.015233403623275842
212493225862938671,39,1,0.019909240452292764
212633384496054263,1,0,0.017416825299832593
215100589201008101,1,0,0.017416825299832593
217412191863845383,15,0,0.015233403623275842
217495882773173261,1,0,0.017416825299832593
217546963465002809,19,0,0.014706642034101073
217845352583823797,9,0,0.016098316363845133
221501605691175771,1,0,0.017416825299832593
221633956062319919,2,0,0.01724031991755523
221960292527218972,1,0,0.017416825299832593
223133888358826014,126,0,0.007639820776037071
223247052055056611,29,0,0.01353643808407294
224334726106623082,27,1,0.021840990364535087
225041745483084981,2,0,0.01724031991755523
226745323160003208,17,0,0.014965388938429818
228413286900109375,100,2,0.018818798355014658
229648584006278770,3,0,0.01706735612163645
230177528882905255,2,0,0.01724031991755523
231091131969574158,1,0,0.017416825299832593
233366120990616227,10,0,0.015947407693722777
234259411878115698,5,1,0.026566808829063853
235004881799448464,8,0,0.01625210838510549
235984408029058076,170,2,0.013879034600373243
236200933371699416,1,0,0.017416825299832593
237901004646341631,1,0,0.017416825299832593
238360901032117739,33,0,0.013118891281426412
238575932101196531,44,1,0.019201612415891616
241025882774992658,13,0,0.015511193097829709
243039091088468448,42,1,0.019478540333481863
243205107520412160,97,0,0.008783767010170376
243534977767543104,4,0,0.016897828377778944
245482790763337404,50,6,0.052504907172575686
245850015302542462,1,0,0.017416825299832593
246546598233210664,66,2,0.02275201275252607
247312898534842905,6,0,0.016568679465841552
247351271246180748,502,1,0.004511963700260424
248781062108255048,81,3,0.026459436516231918
249762159032313657,3,0,0.01706735612163645
249789789319992347,20,0,0.014580595064929642
249884738851759472,21,0,0.014456690369277705
249895217762456788,92,1,0.014316635291094988
250000071787149068,8,0,0.01625210838510549
252301810545735895,33,2,0.028541959006229755
254333719836877084,297,2,0.009401652447141882
254559467620341420,15,0,0.015233403623275842
255332067867133512,3,0,0.01706735612163645
255899804752267137,1,0,0.017416825299832593
256102438389707542,202,17,0.06261370481233679
256578403557399720,4,0,0.016897828377778944
257841720644685049,1,0,0.017416825299832593
257869135801227322,3,0,0.01706735612163645
258163452652323610,44,0,0.012093073663780075
259325291574281014,10,0,0.015947407693722777
260168368966052936,58,0,0.010998507253412407
260541919005462796,2,0,0.01724031991755523
260861370151020943,42,2,0.026689599269372484
260899670020422114,2,0,0.01724031991755523
261433243754925645,2,0,0.01724031991755523
262193697828869870,497,8,0.016340909363494055
263514505862432188,1,0,0.017416825299832593
264580233131756542,3,0,0.01706735612163645
265236275809938987,7,0,0.016408867191112154
265827127165391911,1,0,0.017416825299832593
267844484951584817,1,0,0.017416825299832593
268330990887017272,1,0,0.017416825299832593
268968917004191272,12,0,0.015653922027034764
269084075983343623,6,0,0.016568679465841552
269186909844108612,64,1,0.016811507381793805
271110794913718309,2,0,0.01724031991755523
273446173532243284,4,0,0.016897828377778944
275325134153101081,102,0,0.008562709308933934
278294054797054275,2,0,0.01724031991755523
279469438674316683,14,1,0.02440643510911221
279795505153362439,7,0,0.016408867191112154
280128814777818124,11,0,0.015799302040565295
282205262520112125,32,0,0.013220844269701756
282339322305168866,2,0,0.01724031991755523
282651254909942530,3,0,0.01706735612163645
283456684178835887,7,0,0.016408867191112154
283481905721151004,4,0,0.016897828377778944
285660928590172217,64,2,0.02303521657436066
289203516352351963,45,0,0.012007716346804453
289564042408453778,10,1,0.025321597311543643
291822140706049522,5,0,0.016731635303477918
292075542526756563,20,0,0.014580595064929642
292475173117663376,2,0,0.01724031991755523
294532120559977103,11,0,0.015799302040565295
295015665378463152,17,2,0.032559269562488904
297568500322464448,1,0,0.017416825299832593
299048439296537519,12,0,0.015653922027034764
299101823965111126,29,0,0.01353643808407294
299293746215162172,1,0,0.017416825299832593
300104664849344839,30,0,0.013429579246784569
302085633042115659,2,0,0.01724031991755523
302904140024166237,6,0,0.016568679465841552
303239952090469577,27,0,0.013755339897895192
303555204778460746,2,0,0.01724031991755523
304531335951450194,842,35,0.03909890980535776
304851670417279146,25,1,0.02219999313422539
304962257107453054,1,0,0.017416825299832593
306394549312710402,1,0,0.017416825299832593
306437449238723959,4,0,0.016897828377778944
308236077384450442,8,1,0.025805406865793572
308384991690537247,320,8,0.0232823740412936
309337064895556013,9,0,0.016098316363845133
311474373510234822,12,0,0.015653922027034764
311651088137806482,155,1,0.010732867170994509
312131564170063944,1,0,0.017416825299832593
312318489172745744,187,2,0.013047298106919031
312678002447614913,454,9,0.019432853536672064
313181415989859991,1,0,0.017416825299832593
313266355395954479,29,0,0.01353643808407294
314220813547898099,1,0,0.017416825299832593
314891180283270926,3,0,0.01706735612163645
315502763331835789,1,0,0.017416825299832593
316401447255832439,2,1,0.027374507936255666
318520037678735081,27,0,0.013755339897895192
319261402287333984,5,0,0.016731635303477918
319522877368597916,20,0,0.014580595064929642
319632392972284192,194,2,0.01273309562030799
319800654902186363,77,2,0.02131098289264962
320280870323148625,120,1,0.012466564237050016
323058909312935889,1,0,0.017416825299832593
323943994408908173,1,0,0.017416825299832593
323953437438040151,3,0,0.01706735612163645
324004671141140102,90,4,0.030540654933260573
324053505294735948,1,0,0.017416825299832593
327193601557574798,34,0,0.013018498687956603
327370170104939059,22,0,0.014334873792753186
327989923657675664,22,1,0.02276118530755149
329793274985303480,9,2,0.03502410957370374
330804931228952236,1,0,0.017416825299832593
331076007017757143,16,0,0.015098206963910003
333123675911888966,61,1,0.017131369364784408
333732031400393108,1,0,0.017416825299832593
333921141319228649,2,0,0.01724031991755523
334745647425291737,352,8,0.02162185251660358
334812775852031346,2,0,0.01724031991755523
334946275271148946,2,0,0.01724031991755523
335118134150642032,2,0,0.01724031991755523
335946013672967931,8,0,0.01625210838510549
336264605117755563,2,0,0.01724031991755523
336630300530832656,7,0,0.016408867191112154
337128728263775057,7,0,0.016408867191112154
337270317140213562,4,0,0.016897828377778944
337779527027067479,84,1,0.014950549886538256
338556320067048623,1,0,0.017416825299832593
338690877509819676,704,12,0.017112047562052656
339138522004579878,25,0,0.013981437938275013
342935188235167115,1,0,0.017416825299832593
344387055317718510,9,1,0.025561212968774435
344782863057831209,250,2,0.010676265653743577
345540811693445587,1,0,0.017416825299832593
345871312754013149,3,0,0.01706735612163645
347579125526135828,70,1,0.016206326598809304
347767868088948904,752,28,0.03499711055842483
347935300881667641,21,0,0.014456690369277705
348705726221113056,51,0,0.011519848630901518
348992068142444601,202,6,0.02578448474847862
350060066478301953,9,0,0.016098316363845133
350404967012519889,2,0,0.01724031991755523
350794060123463521,5,0,0.016731635303477918
351289184199634025,15,0,0.015233403623275842
352644489998741414,20,0,0.014580595064929642
352922653083874668,456,4,0.01031563706641693
352976743861461726,3,0,0.01706735612163645
355292260427403128,5,0,0.016731635303477918
357720748834330931,37,0,0.012726333087240579
357932508316649042,1,0,0.017416825299832593
358150769622194641,13,0,0.015511193097829709
359816958971103272,1,0,0.017416825299832593
361893902324284845,200,1,0.00910489859472568
361949256394229797,3,0,0.01706735612163645
364661829895013757,1,0,0.017416825299832593
365202798058356244,1171,14,0.012385818824027901
367457008684184401,2,0,0.01724031991755523
367849422134217202,11,0,0.015799302040565295
367863471853936180,1,0,0.017416825299832593
368316522438547882,1,0,0.017416825299832593
369415706780486462,8,0,0.01625210838510549
369911207829685806,2,0,0.01724031991755523
370547851959662186,54,0,0.011290485151485341
370565223119824488,1,0,0.017416825299832593
374113938059136164,1,0,0.017416825299832593
374858955586996974,1,0,0.017416825299832593
375088291392954341,102,0,0.008562709308933934
375652075803904862,7,0,0.016408867191112154
375908558038901185,2,0,0.01724031991755523
376666360356344227,8,0,0.01625210838510549
379545858977092666,36,2,0.027896582680277022
379848927776544534,313,4,0.0139163764420626
381667165932716293,10,0,0.015947407693722777
382148433835957245,2,0,0.01724031991755523
382825459124919421,43,0,0.012179653200543417
384815016527900482,9,0,0.016098316363845133
384994934367511715,2,0,0.01724031991755523
385079951052851573,4,0,0.016897828377778944
385385476432892882,23,0,0.014215092990999201
385454195679680320,1,0,0.017416825299832593
386587468489348872,2,0,0.01724031991755523
386696667187725656,1,0,0.017416825299832593
387062743617203511,7,0,0.016408867191112154
389313298289710899,32,0,0.013220844269701756
392191086652450414,1,0,0.017416825299832593
392311376464777498,2,0,0.01724031991755523
393756210862858892,34,0,0.013018498687956603
394705496166126611,1,0,0.017416825299832593
395353716619684134,14,0,0.01537104339219406
397255040821051652,4,0,0.016897828377778944
397596509316887130,10,0,0.015947407693722777
397761261972363618,19,3,0.040641173912284105
397790527962756171,3,0,0.01706735612163645
397908558658764117,1,0,0.017416825299832593
398495333752972079,7,0,0.016408867191112154
398832628962274738,2,0,0.01724031991755523
398909176379791527,129,0,0.00753826157735478
400089136853652647,6,0,0.016568679465841552
402064123341049041,95,2,0.019309699912060344
402645495573793193,1,0,0.017416825299832593
402651760495511052,3,0,0.01706735612163645
402661993088065731,14,0,0.01537104339219406
403764568523288189,1,0,0.017416825299832593
405287543392954708,36,0,0.012822253554004397
406179343327352443,2,0,0.01724031991755523
407086215058770371,180,3,0.016991736834046558
407920943208241159,1,0,0.017416825299832593
408093301569136713,5,0,0.016731635303477918
409485775855434916,2,0,0.01724031991755523
409925024844330402,2,0,0.01724031991755523
410606501056122863,1,0,0.017416825299832593
411784656452405049,8,0,0.01625210838510549
412185939093118367,2,0,0.01724031991755523
413290882971026598,4,0,0.016897828377778944
413479194317074012,18,0,0.014834887320138872
413856223793793472,2,0,0.01724031991755523
415127465521990224,1,0,0.017416825299832593
415249968660918408,54,0,0.011290485151485341
415990714767276263,1,0,0.017416825299832593
418454491686410828,1,0,0.017416825299832593
419728400096735007,458,6,0.013884151165118286
419830619067200734,94,1,0.01416646805752004
420993266976369621,3,0,0.01706735612163645
421273115521874153,166,1,0.010283410085822713
423179555997664636,1,0,0.017416825299832593
423359259391708242,15,0,0.015233403623275842
423735209473332148,1,0,0.017416825299832593
424034195509289145,5,0,0.016731635303477918
426513857620884421,1,0,0.017416825299832593
430007237364969101,72,2,0.02194269686105006
431477356193173914,7,0,0.016408867191112154
431692891714754603,72,0,0.010085637586354227
431802499053993085,3,0,0.01706735612163645
433874141566548713,7,1,0.026054311480071514
434549311549317391,45,1,0.01906608044420312
435028923222344338,4,0,0.016897828377778944
435750132553000064,3,0,0.01706735612163645
436354076813833667,1,0,0.017416825299832593
437433393787399007,3,0,0.01706735612163645
437544077243371022,1,0,0.017416825299832593
437731625512249487,2,0,0.01724031991755523
438154811302506015,6,0,0.016568679465841552
438848622993419424,20,0,0.014580595064929642
439011843396810461,20,0,0.014580595064929642
439907557768901774,117,2,0.01732157948155628
444523754694307544,9,0,0.016098316363845133
444930704669705106,46,0,0.011923555550394212
445328798119765287,1,0,0.017416825299832593
447591643387520738,40,2,0.02708015241955308
447598845592840509,1,0,0.017416825299832593
448095944067672947,35,2,0.0281084406228647
448586967616887570,27,0,0.013755339897895192
449943058032983308,6,1,0.026308064450075067
450374804952894485,4,0,0.016897828377778944
451594864926502287,5,0,0.016731635303477918
452806982292021518,144,5,0.027843270611558547
452846068103555719,1,0,0.017416825299832593
453201844191341159,983,10,0.01083770046744416
454015168197940412,4,0,0.016897828377778944
454089350055892816,76,0,0.009852005949322677
454620544496595182,9,0,0.016098316363845133
455065803613816830,1,0,0.017416825299832593
457000316215075478,14,0,0.01537104339219406
457827858726056834,3,0,0.01706735612163645
458295499979777235,4,0,0.016897828377778944
459416624049328294,11,0,0.015799302040565295
461261535086324130,6,0,0.016568679465841552
462379908775873947,70,1,0.016206326598809304
462504937863797502,1,0,0.017416825299832593
463546672251559826,129,2,0.016400528695874907
464014902590330154,1,0,0.017416825299832593
465597684802234691,307,3,0.011645986336983464
467607301740451488,8,0,0.01625210838510549
467691276773676121,1,0,0.017416825299832593
468701296888375263,1,0,0.017416825299832593
469613992186536029,2,0,0.01724031991755523
469722614740389897,55,1,0.01780905266482247
470183889466018712,236,2,0.011125554960929051
470577601050380782,7,0,0.016408867191112154
472995455484629540,1,0,0.017416825299832593
473267539906028591,17,1,0.02376232925045936
473462023213910890,1,0,0.017416825299832593
475610320135622400,1,0,0.017416825299832593
476059244132166497,12,0,0.015653922027034764
477805401058673979,6,0,0.016568679465841552
477834429810036564,20,0,0.014580595064929642
480715739483604789,32,1,0.020992308038113965
482057822097185283,392,15,0.03417644350901792
485804395623143343,2,0,0.01724031991755523
486323492750585871,7,0,0.016408867191112154
488021854874945200,20,3,0.04029284852411363
488062363402556630,82,2,0.02071462422462775
489659286147967927,4,0,0.016897828377778944
490407537758560160,2,0,0.01724031991755523
493301920002311424,72,0,0.010085637586354227
493364648195701964,15,0,0.015233403623275842
493393044494318899,5,0,0.016731635303477918
493576211118522692,30,2,0.029217903564405654
494639727596429286,39,0,0.012538734048200339
494841505294902503,1,0,0.017416825299832593
495740687885105626,2,0,0.01724031991755523
495865924866471669,4,1,0.02683069335401235
498426646950623578,54,2,0.02456400906457561
500204198535720860,80,1,0.01528903523553933
500386958634973437,1,0,0.017416825299832593
500390873360700738,25,0,0.013981437938275013
501821696207048555,12,0,0.015653922027034764
502773387285692217,10,0,0.015947407693722777
503001125362974024,2,0,0.01724031991755523
504384505343568949,2,0,0.01724031991755523
505319747491439859,1,0,0.017416825299832593
505441367991103037,55,1,0.01780905266482247
505565581983940497,7,0,0.016408867191112154
505889984876284748,30,1,0.02132374140559511
506743349855790950,2,0,0.01724031991755523
507715971228583953,1,0,0.017416825299832593
508972928307878898,1,0,0.017416825299832593
509102670855348684,1,0,0.017416825299832593
509168903226014019,14,0,0.01537104339219406
509936336103770855,1396,62,0.04267584436390938
510523124389460958,27,0,0.013755339897895192
511278588051252049,1,0,0.017416825299832593
513582982589027075,2,0,0.01724031991755523
513866397289153328,5,0,0.016731635303477918
515943196634609705,10,0,0.015947407693722777
517194386039286003,240,2,0.010993373769894208
517509943795383852,1,0,0.017416825299832593
518802446202791794,36,0,0.012822253554004397
519061739881538238,1,0,0.017416825299832593
520332000492035401,2,0,0.01724031991755523
520929210036200625,1,0,0.017416825299832593
520982649698889950,352,2,0.008249170447018542
521169433218119288,117,16,0.08284137276918847
521553643667092273,25,0,0.013981437938275013
521747653392452656,45,1,0.01906608044420312
523313366830016181,14,0,0.01537104339219406
523378537171158563,2,0,0.01724031991755523
526461535555704870,3,0,0.01706735612163645
527600004171224509,64,1,0.016811507381793805
529757115213645583,3,0,0.01706735612163645
530327661454625524,76,0,0.009852005949322677
531534713692395775,6,0,0.016568679465841552
533025845505912219,2,0,0.01724031991755523
534920639711707822,1608,45,0.027395943245240008
535143434686711998,7,1,0.026054311480071514
536514893698919445,2,0,0.01724031991755523
536941372344948012,44,1,0.019201612415891616
537845460956564276,2,0,0.01724031991755523
537986641995878697,9,0,0.016098316363845133
538594468978238824,35,1,0.020514035780673713
541954241284451737,60,1,0.017240712095207163
542231112064866572,17,1,0.02376232925045936
542776177498764017,7,0,0.016408867191112154
543337559477435679,21,0,0.014456690369277705
544035042396782268,4,0,0.016897828377778944
545116985108172058,22,0,0.014334873792753186
545595565577369523,2,0,0.01724031991755523
546115885124457613,1,0,0.017416825299832593
546967714665796844,12,0,0.015653922027034764
547643787903895875,9,0,0.016098316363845133
548447051877384098,4,0,0.016897828377778944
550453758720588753,30,2,0.029217903564405654
553222578092162360,3,0,0.01706735612163645
553920459178400147,4,0,0.016897828377778944
554454143278536745,4,0,0.016897828377778944
555784560355568107,2,0,0.01724031991755523
556453937340920809,2,0,0.01724031991755523
557883074900282934,662,5,0.00883276242422121
558037103101503254,6,0,0.016568679465841552
558259285621156501,16,0,0.015098206963910003
558339471889359558,6,0,0.016568679465841552
559481376768052569,1,0,0.017416825299832593
561517877698232327,60,1,0.017240712095207163
561854190745778312,1,0,0.017416825299832593
562195406019831921,9,0,0.016098316363845133
563261856870307892,4,0,0.016897828377778944
563610041847914719,2,0,0.01724031991755523
564456853195473252,3,0,0.01706735612163645
564692604739401821,91,2,0.01972125411089047
565094337672267296,11,2,0.03437356263538041
565429061957110595,15,0,0.015233403623275842
565770045306970647,1,0,0.017416825299832593
566004367097490288,1,0,0.017416825299832593
566250104724077195,5,0,0.016731635303477918
566440093293956423,24,1,0.0223839569196735
567498999365091751,849,7,0.009201042329799002
568321771511674935,9,0,0.016098316363845133
569910348173713378,30,0,0.013429579246784569
571264908352918989,1,0,0.017416825299832593
572321429514751194,2,0,0.01724031991755523
572417686019488085,322,8,0.02317115495885271
572491020602743643,9,1,0.025561212968774435
572902346533677240,1,0,0.017416825299832593
574855532648346663,3,0,0.01706735612163645
575143174464602726,141,0,0.007157662856294054
578754746746118007,68,1,0.01640315355160887
581828536609562452,10,0,0.015947407693722777
584264461739662376,3,0,0.01706735612163645
585674067626095100,12,0,0.015653922027034764
585997850230875265,3,0,0.01706735612163645
589245199418396074,1,0,0.017416825299832593
592719868828301187,1,0,0.017416825299832593
592828842027276921,87,0,0.009261988028443403
595231012286833121,5,0,0.016731635303477918
596434112614500671,15,0,0.015233403623275842
597493732133088019,11,0,0.015799302040565295
598128264397502731,1,0,0.017416825299832593
598343347151699249,86,1,0.014786865997376962
599063605930079169,8,1,0.025805406865793572
599096478477401952,12,0,0.015653922027034764
599221885583086424,15,0,0.015233403623275842
599524001593072620,30,0,0.013429579246784569
599701108566323554,10,1,0.025321597311543643
603537600485093951,80,1,0.01528903523553933
604516852648246764,3,0,0.01706735612163645
605054838335173860,1,0,0.017416825299832593
607190726294647968,15,0,0.015233403623275842
608541768168808568,1,0,0.017416825299832593
609948967409603501,2,0,0.01724031991755523
610019790929307397,2,0,0.01724031991755523
611084819645817990,2,0,0.01724031991755523
611478398704858286,6,0,0.016568679465841552
612527219205244946,5,0,0.016731635303477918
614550188782576802,5,0,0.016731635303477918
614688337428890506,8,0,0.01625210838510549
